,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SNHG81,0,1.61778783928322,0.946,0.638,0,9,SNHG8
NBEAL13,0,1.60687616657732,0.954,0.69,0,9,NBEAL1
CEBPD,0,1.60640868506488,0.607,0.057,0,9,CEBPD
CD633,0,1.56702993118586,0.991,0.78,0,9,CD63
CD811,0,1.55430294166151,0.833,0.356,0,9,CD81
ACTA2,0,1.55349971300066,0.286,0.018,0,9,ACTA2
TPM23,0,1.53485215706083,0.796,0.199,0,9,TPM2
COL5A1,0,1.51026376999881,0.69,0.024,0,9,COL5A1
ANXA1,0,1.4972024971681,0.553,0.015,0,9,ANXA1
CXCL12,0,1.48266012027214,0.552,0.085,0,9,CXCL12
PMP22,0,1.46527655036238,0.593,0.069,0,9,PMP22
HES14,0,1.46428089946966,0.897,0.38,0,9,HES1
PLTP2,0,1.45467672317143,0.732,0.267,0,9,PLTP
RHOC3,0,1.4541116263765,0.903,0.297,0,9,RHOC
COL6A3,0,1.45056996493887,0.564,0.005,0,9,COL6A3
TPT13,0,1.43643784706907,1,0.99,0,9,TPT1
COL5A2,0,1.4322540452281,0.705,0.023,0,9,COL5A2
RRBP12,0,1.42985521419166,0.828,0.229,0,9,RRBP1
COL4A1,0,1.42593389863839,0.616,0.095,0,9,COL4A1
RACK13,0,1.41362558036174,0.852,0.449,0,9,RACK1
VIM4,0,1.41266446032503,0.995,0.679,0,9,VIM
CLEC2D1,0,1.4098420361105,0.827,0.367,0,9,CLEC2D
FCGRT,0,1.4006102040119,0.771,0.057,0,9,FCGRT
SRPX,0,1.38919628347358,0.532,0.04,0,9,SRPX
PCOLCE1,0,1.38857809918478,0.628,0.062,0,9,PCOLCE
IGFBP31,0,1.36248586829886,0.323,0.04,0,9,IGFBP3
CCDC80,0,1.36159910309281,0.592,0.027,0,9,CCDC80
PPIB,0,1.33339759756709,0.981,0.789,0,9,PPIB
P4HB2,0,1.31789983049903,0.946,0.613,0,9,P4HB
KDELR22,0,1.30085295868866,0.937,0.594,0,9,KDELR2
COL15A1,0,1.29036885909079,0.546,0.003,0,9,COL15A1
FOSB,0,1.28834277656387,0.576,0.042,0,9,FOSB
EGR12,0,1.27148506041129,0.835,0.322,0,9,EGR1
GPX84,0,1.26875919431993,0.793,0.19,0,9,GPX8
TCEAL92,0,1.25969239605097,0.829,0.36,0,9,TCEAL9
CEBPB,0,1.23669879029229,0.652,0.108,0,9,CEBPB
ITM2C1,0,1.23059767766561,0.951,0.549,0,9,ITM2C
FTL2,0,1.22012024302276,1,0.995,0,9,FTL
TIMP3,0,1.21906967758615,0.601,0.058,0,9,TIMP3
PDGFRB,0,1.21427165644101,0.566,0.035,0,9,PDGFRB
LRRC172,0,1.21147823569234,0.537,0.105,0,9,LRRC17
NPC23,0,1.18492956419096,0.958,0.563,0,9,NPC2
C6orf481,0,1.18345339861595,0.978,0.849,0,9,C6orf48
EFEMP2,0,1.17679858673811,0.675,0.056,0,9,EFEMP2
FXYD1,0,1.17609402494563,0.565,0.055,0,9,FXYD1
CDKN1C1,0,1.17524931954828,0.55,0.094,0,9,CDKN1C
LGALS31,0,1.16429024375493,0.587,0.057,0,9,LGALS3
CCL21,0,1.14050353400957,0.251,0.025,0,9,CCL2
SVIL,0,1.12491033882544,0.574,0.161,0,9,SVIL
ASS11,0,1.12338323485303,0.573,0.097,0,9,ASS1
RCN3,0,1.11456308127768,0.588,0.029,0,9,RCN3
WWTR1,0,1.10946845684207,0.664,0.073,0,9,WWTR1
S100A133,0,1.09872087283082,0.76,0.244,0,9,S100A13
RPS262,0,1.09153773783351,0.998,0.971,0,9,RPS26
GSN1,0,1.08594382193754,0.69,0.095,0,9,GSN
KDELR3,0,1.07557978994487,0.629,0.043,0,9,KDELR3
NEAT11,0,1.05728008515794,0.541,0.121,0,9,NEAT1
COL4A2,0,1.0561657026806,0.616,0.162,0,9,COL4A2
PPIC,0,1.05370803936714,0.579,0.049,0,9,PPIC
FSTL14,0,1.05152827158558,0.759,0.239,0,9,FSTL1
MOXD1,0,1.0479092795673,0.459,0.039,0,9,MOXD1
LAPTM4A1,0,1.0469076348382,0.978,0.8,0,9,LAPTM4A
SERTAD1,0,1.03603244323532,0.735,0.164,0,9,SERTAD1
KLF4,0,1.03272101655231,0.495,0.028,0,9,KLF4
RPL415,0,1.02090047119434,1,0.999,0,9,RPL41
SELENOM1,0,1.01698354424864,0.67,0.165,0,9,SELENOM
TMED3,0,1.00953318442128,0.863,0.477,0,9,TMED3
LAMA4,0,0.999976276728113,0.579,0.012,0,9,LAMA4
NR4A1,0,0.998264022109282,0.501,0.064,0,9,NR4A1
CPXM11,0,0.989749342913717,0.615,0.129,0,9,CPXM1
IFITM23,0,0.982810904319373,0.623,0.15,0,9,IFITM2
HLA-B1,0,0.976554312451233,0.682,0.207,0,9,HLA-B
LITAF2,0,0.975978516142984,0.765,0.284,0,9,LITAF
PRRX1,0,0.974821196247951,0.503,0.009,0,9,PRRX1
FKBP104,0,0.974556747823069,0.744,0.247,0,9,FKBP10
ZFP36L15,0,0.971663671738015,0.909,0.424,0,9,ZFP36L1
RPS164,0,0.970160513154171,1,0.996,0,9,RPS16
SELENOP,0,0.969768205313032,0.537,0.089,0,9,SELENOP
RPS102,0,0.969084899936886,0.998,0.969,0,9,RPS10
ISLR,0,0.968435366636889,0.418,0.003,0,9,ISLR
ANXA56,0,0.956842349121884,0.794,0.321,0,9,ANXA5
OLFML32,0,0.95293803474339,0.475,0.073,0,9,OLFML3
SERF23,0,0.952015936904762,0.995,0.937,0,9,SERF2
ASPN,0,0.938797784918986,0.35,0.001,0,9,ASPN
EEF1A14,0,0.935277289325382,1,1,0,9,EEF1A1
XBP12,0,0.930533840949895,0.823,0.39,0,9,XBP1
RPL314,0,0.926785935449915,0.999,0.993,0,9,RPL31
COPZ2,0,0.919334379373555,0.536,0.011,0,9,COPZ2
RPL23A2,0,0.909687228292389,1,0.995,0,9,RPL23A
SERPING11,0,0.903355138953645,0.598,0.162,0,9,SERPING1
CREB3L1,0,0.90208054833479,0.566,0.03,0,9,CREB3L1
RPS272,0,0.901992067441094,1,0.998,0,9,RPS27
TAGLN22,0,0.899021761274371,0.586,0.174,0,9,TAGLN2
CDH112,0,0.898358360578069,0.566,0.092,0,9,CDH11
EMILIN1,0,0.89823474671728,0.513,0.013,0,9,EMILIN1
NID1,0,0.896815445818483,0.495,0.021,0,9,NID1
GYPC1,0,0.88843198100252,0.532,0.109,0,9,GYPC
CLDN11,0,0.885580442087367,0.31,0.02,0,9,CLDN11
RARRES3,0,0.880109223091898,0.408,0.013,0,9,RARRES3
GADD45B,0,0.867499369764766,0.434,0.075,0,9,GADD45B
CAVIN3,0,0.862814212735417,0.391,0.035,0,9,CAVIN3
SOCS3,0,0.860021205930702,0.365,0.054,0,9,SOCS3
CRTAP1,0,0.855236454042119,0.715,0.211,0,9,CRTAP
P4HA2,0,0.853528218140068,0.532,0.058,0,9,P4HA2
HTRA11,0,0.849441067518092,0.593,0.141,0,9,HTRA1
LHFPL6,0,0.846147619640077,0.556,0.104,0,9,LHFPL6
NBL1,0,0.834201374805776,0.453,0.106,0,9,NBL1
GNG11,0,0.824627721587317,0.455,0.067,0,9,GNG11
COL18A11,0,0.822741459480484,0.504,0.122,0,9,COL18A1
TNFRSF1A,0,0.806224470288253,0.612,0.125,0,9,TNFRSF1A
RRAS,0,0.801836931555699,0.525,0.047,0,9,RRAS
UBA52,0,0.800469870131207,1,0.99,0,9,UBA52
KLF2,0,0.800249310677706,0.347,0.023,0,9,KLF2
LOXL2,0,0.800157078805782,0.416,0.037,0,9,LOXL2
OLFML2A,0,0.795549593945163,0.308,0.012,0,9,OLFML2A
LIMA11,0,0.792856587472421,0.696,0.232,0,9,LIMA1
RGS10,0,0.786366419193569,0.455,0.05,0,9,RGS10
FAM114A1,0,0.781036158497337,0.566,0.055,0,9,FAM114A1
ANXA62,0,0.777076204520666,0.653,0.17,0,9,ANXA6
STRA6,0,0.775363353439179,0.489,0.037,0,9,STRA6
NR3C1,0,0.774322377941347,0.537,0.077,0,9,NR3C1
RPS123,0,0.773767778111273,1,0.995,0,9,RPS12
RPS84,0,0.771473452647061,1,0.998,0,9,RPS8
IGFBP6,0,0.769754000386993,0.256,0.03,0,9,IGFBP6
RPL27A3,0,0.764240311004736,1,0.997,0,9,RPL27A
FGF7,0,0.760758477902796,0.304,0.016,0,9,FGF7
IL11RA,0,0.758710981366798,0.476,0.068,0,9,IL11RA
HSPB6,0,0.758113516022366,0.301,0.006,0,9,HSPB6
SNAI2,0,0.758042461423595,0.43,0.015,0,9,SNAI2
NFE2L22,0,0.758038710670209,0.727,0.264,0,9,NFE2L2
PITX1,0,0.7541117298201,0.3,0.009,0,9,PITX1
RPLP14,0,0.749258488660262,1,0.998,0,9,RPLP1
CDKN1A,0,0.742004030166871,0.498,0.119,0,9,CDKN1A
TWIST2,0,0.74045534780325,0.378,0.014,0,9,TWIST2
MXRA8,0,0.736858653099703,0.425,0.043,0,9,MXRA8
MMP14,0,0.73389013911467,0.46,0.029,0,9,MMP14
TMEM263,0,0.733028525771489,0.702,0.226,0,9,TMEM263
IFI16,0,0.73276688013082,0.434,0.049,0,9,IFI16
ATF32,0,0.728932477992757,0.502,0.127,0,9,ATF3
RPS15A3,0,0.723513036416062,0.999,0.997,0,9,RPS15A
TNC,0,0.713565243572341,0.288,0.044,0,9,TNC
CAVIN1,0,0.713455583064501,0.438,0.014,0,9,CAVIN1
AEBP1,0,0.712560167161777,0.508,0.07,0,9,AEBP1
LAMC1,0,0.70826425274314,0.526,0.099,0,9,LAMC1
CSRP1,0,0.701886978222927,0.34,0.039,0,9,CSRP1
DDR2,0,0.696161803315663,0.484,0.016,0,9,DDR2
FAP,0,0.693703756215486,0.409,0.012,0,9,FAP
RBMS3,0,0.688352405682216,0.47,0.021,0,9,RBMS3
RPL371,0,0.688344667882199,1,0.993,0,9,RPL37
TMEM119,0,0.685718321686196,0.343,0.004,0,9,TMEM119
CTSH,0,0.685708369733691,0.453,0.071,0,9,CTSH
RBMS13,0,0.684394457834254,0.623,0.151,0,9,RBMS1
MEIOB1,0,0.684265943960849,0.556,0.14,0,9,MEIOB
COL12A1,0,0.684080968925748,0.358,0.004,0,9,COL12A1
IL6ST,0,0.679636251384433,0.515,0.093,0,9,IL6ST
LAMB1,0,0.673654902035915,0.527,0.087,0,9,LAMB1
COL9A3,0,0.663625564641251,0.372,0.072,0,9,COL9A3
RPS183,0,0.662112901682188,1,0.999,0,9,RPS18
COL21A1,0,0.661808193127096,0.387,0.014,0,9,COL21A1
G0S2,0,0.656383886294836,0.283,0.032,0,9,G0S2
PLOD1,0,0.654427535448346,0.494,0.083,0,9,PLOD1
AHNAK1,0,0.653574755497579,0.461,0.043,0,9,AHNAK
GNG121,0,0.651124912440416,0.624,0.148,0,9,GNG12
CAPN6,0,0.649993832745572,0.298,0.027,0,9,CAPN6
ARHGAP291,0,0.648050513703257,0.315,0.046,0,9,ARHGAP29
VASN,0,0.646362824318263,0.418,0.034,0,9,VASN
RPS281,0,0.641077348434357,1,0.993,0,9,RPS28
NPW,0,0.63788463887831,0.26,0.031,0,9,NPW
TGFB1I1,0,0.632476343221108,0.464,0.054,0,9,TGFB1I1
SEC24D,0,0.627083603806289,0.511,0.08,0,9,SEC24D
RPL283,0,0.623910398198375,1,0.995,0,9,RPL28
COL14A1,0,0.623136890137188,0.331,0.014,0,9,COL14A1
COLEC12,0,0.621740975448402,0.391,0.022,0,9,COLEC12
TSPAN4,0,0.621569294317815,0.565,0.164,0,9,TSPAN4
FKBP91,0,0.619555965487901,0.519,0.134,0,9,FKBP9
ADAMTS1,0,0.615715304773701,0.369,0.028,0,9,ADAMTS1
NID2,0,0.605794057007649,0.409,0.012,0,9,NID2
ZCCHC24,0,0.602587687641025,0.43,0.023,0,9,ZCCHC24
PLAT,0,0.601378736491087,0.347,0.043,0,9,PLAT
DAB2,0,0.60031397856163,0.422,0.04,0,9,DAB2
P3H1,0,0.593223348415418,0.569,0.133,0,9,P3H1
C1S,0,0.581785906120926,0.292,0.012,0,9,C1S
CDC42EP1,0,0.580162049614965,0.46,0.043,0,9,CDC42EP1
HIC1,0,0.57982369537154,0.372,0.002,0,9,HIC1
EDNRA,0,0.576889871564651,0.334,0.008,0,9,EDNRA
FMOD,0,0.576865976702821,0.298,0.001,0,9,FMOD
NGFR,0,0.566221240362239,0.284,0.025,0,9,NGFR
COL16A1,0,0.566003611149011,0.396,0.023,0,9,COL16A1
TFPI,0,0.563005583597708,0.4,0.046,0,9,TFPI
TGFBR3,0,0.562314521144048,0.364,0.016,0,9,TGFBR3
FBN1,0,0.551129758350827,0.383,0.017,0,9,FBN1
ADGRA2,0,0.549265064891698,0.4,0.01,0,9,ADGRA2
MRC2,0,0.545935726063945,0.421,0.044,0,9,MRC2
CYBRD1,0,0.545294941187844,0.43,0.038,0,9,CYBRD1
PDLIM4,0,0.544870570336021,0.448,0.096,0,9,PDLIM4
CDC42EP5,0,0.538564651594494,0.378,0.009,0,9,CDC42EP5
ADAM12,0,0.537710338273734,0.3,0.011,0,9,ADAM12
DHRS3,0,0.537220874915368,0.34,0.064,0,9,DHRS3
FKBP7,0,0.531600643315351,0.513,0.123,0,9,FKBP7
OAF,0,0.531428771792266,0.383,0.036,0,9,OAF
TNFAIP6,0,0.52579551224752,0.259,0.009,0,9,TNFAIP6
DLC1,0,0.525366910465286,0.365,0.022,0,9,DLC1
TMEM45A,0,0.520248387062936,0.481,0.114,0,9,TMEM45A
CFI,0,0.514267244988557,0.289,0.017,0,9,CFI
UNC5B,0,0.510158002214296,0.377,0.071,0,9,UNC5B
LRP10,0,0.508197360586494,0.481,0.1,0,9,LRP10
ITIH5,0,0.501576751367966,0.35,0.06,0,9,ITIH5
CD248,0,0.498473627308164,0.355,0.004,0,9,CD248
FBLN2,0,0.491735357947315,0.323,0.028,0,9,FBLN2
PDGFRA,0,0.489776197129965,0.335,0.019,0,9,PDGFRA
SLC40A1,0,0.486632383046252,0.315,0.034,0,9,SLC40A1
SSPN,0,0.48516445809993,0.356,0.023,0,9,SSPN
TGFBR2,0,0.484528700326573,0.276,0.012,0,9,TGFBR2
TGFB1,0,0.483325156749628,0.319,0.027,0,9,TGFB1
FILIP1L,0,0.481963336941077,0.314,0.042,0,9,FILIP1L
PDGFRL,0,0.480120109930233,0.323,0.014,0,9,PDGFRL
SLC9A3R2,0,0.479315517262176,0.391,0.065,0,9,SLC9A3R2
LOX,0,0.47844236047348,0.271,0.022,0,9,LOX
MIR22HG,0,0.469513794007096,0.376,0.043,0,9,MIR22HG
OSR2,0,0.46933606658422,0.258,0.002,0,9,OSR2
GXYLT2,0,0.464038140242752,0.354,0.016,0,9,GXYLT2
SLIT3,0,0.46317863501252,0.271,0.018,0,9,SLIT3
IFITM1,0,0.447770110204597,0.326,0.041,0,9,IFITM1
SPART,0,0.447730312460741,0.435,0.091,0,9,SPART
MXRA5,0,0.442400964138686,0.278,0.013,0,9,MXRA5
DNM3OS,0,0.442020647296672,0.306,0.002,0,9,DNM3OS
KCTD12,0,0.437002919454078,0.33,0.061,0,9,KCTD12
PHLDA2,0,0.436065676201263,0.261,0.04,0,9,PHLDA2
FBN21,0,0.434643381617287,0.32,0.047,0,9,FBN2
PSMB8,0,0.434419225260712,0.344,0.052,0,9,PSMB8
EGR2,0,0.428208908690809,0.297,0.026,0,9,EGR2
PLEKHA4,0,0.427287938781701,0.32,0.035,0,9,PLEKHA4
MARVELD1,0,0.423240776288247,0.386,0.065,0,9,MARVELD1
SIL1,0,0.417506389763738,0.434,0.091,0,9,SIL1
PTGIS,0,0.413266341063602,0.321,0.043,0,9,PTGIS
OLFML2B,0,0.410914602185989,0.25,0.011,0,9,OLFML2B
TGFB3,0,0.402393065146379,0.279,0.013,0,9,TGFB3
BNC2,0,0.401672133353027,0.34,0.043,0,9,BNC2
FAM46A,0,0.398970359405258,0.257,0.034,0,9,FAM46A
CCDC8,0,0.391820174616781,0.421,0.09,0,9,CCDC8
IL13RA1,0,0.384811872357972,0.323,0.044,0,9,IL13RA1
HAS2,0,0.378869234084507,0.25,0.029,0,9,HAS2
FRMD6,0,0.378067142684677,0.29,0.025,0,9,FRMD6
KANK2,0,0.37731924454186,0.321,0.043,0,9,KANK2
TWIST1,0,0.367497482140517,0.266,0.004,0,9,TWIST1
FOSL2,0,0.362641419715551,0.323,0.045,0,9,FOSL2
HSPG2,0,0.360671466385789,0.299,0.035,0,9,HSPG2
CSRNP1,0,0.35597565867337,0.315,0.045,0,9,CSRNP1
ARHGAP28,0,0.355567820303843,0.301,0.038,0,9,ARHGAP28
RAB32,0,0.354283530193191,0.333,0.061,0,9,RAB32
CD302,0,0.348007082158665,0.292,0.016,0,9,CD302
LPAR1,0,0.345994374185896,0.287,0.021,0,9,LPAR1
SH3BP1,0,0.340464046354915,0.261,0.039,0,9,SH3BP1
CST5,0,0.327878241179571,0.28,0.032,0,9,CST5
IRF1,0,0.325790550415847,0.259,0.036,0,9,IRF1
HNMT,0,0.315994381297375,0.255,0.035,0,9,HNMT
S1PR3,0,0.308604186125488,0.252,0.033,0,9,S1PR3
BICC1,0,0.305360680868959,0.276,0.019,0,9,BICC1
ITGA5,0,0.302769274936185,0.271,0.022,0,9,ITGA5
SSR2,7.39340594661056e-308,0.823950777677104,0.989,0.892,3.3075140842757e-303,9,SSR2
CRYL11,1.50501282259501e-307,0.606026145971364,0.502,0.128,6.73282536316104e-303,9,CRYL1
LOXL11,3.85441837976342e-307,0.572414265695964,0.464,0.116,1.72431260637096e-302,9,LOXL1
MYADM,4.18630967479529e-307,0.627415873919769,0.516,0.142,1.87278749611642e-302,9,MYADM
TIPARP,1.41727684738988e-302,0.46231994522582,0.402,0.089,6.34032970448338e-298,9,TIPARP
IGFBP51,6.82121864854423e-301,2.41533973183779,0.598,0.21,3.05154037461275e-296,9,IGFBP5
RPL321,6.26956982202963e-300,0.550618106211873,1,0.998,2.80475475558317e-295,9,RPL32
ANXA111,2.11248870175759e-299,0.494607214652352,0.481,0.126,9.45042945618274e-295,9,ANXA11
CTBS,2.20781071536287e-299,0.274361517533942,0.264,0.042,9.87686201624734e-295,9,CTBS
RPS4X3,3.73486628307377e-298,0.694139892129638,1,0.999,1.67082978039588e-293,9,RPS4X
SSR33,1.95460488769821e-297,0.977420120644345,0.895,0.524,8.74412042560672e-293,9,SSR3
FNDC3B,4.70744241305532e-297,0.415709223679713,0.435,0.104,2.10592143790443e-292,9,FNDC3B
CD1642,5.96829811776257e-297,0.731732416827355,0.727,0.282,2.66997784596226e-292,9,CD164
PCDH18,1.60113102956375e-296,0.508380481563486,0.38,0.084,7.16281977385638e-292,9,PCDH18
PARVA1,3.10724957024586e-296,0.377040697676597,0.4,0.089,1.39005916774519e-291,9,PARVA
MAP3K20,5.52862546717252e-296,0.367653691159006,0.374,0.077,2.4732858889943e-291,9,MAP3K20
CAST1,1.27420595259331e-293,0.543614205241007,0.545,0.159,5.70028774952142e-289,9,CAST
PXDC1,5.48868885125367e-292,0.256830466161173,0.257,0.04,2.45541984449684e-287,9,PXDC1
RPL184,2.6317367432912e-291,0.659231052149398,1,0.997,1.17733374947875e-286,9,RPL18
RPL103,2.9581614802591e-291,0.609093569205196,1,0.999,1.32336311980871e-286,9,RPL10
RAB135,1.05648527374369e-290,0.828619840218397,0.818,0.348,4.72629252061976e-286,9,RAB13
ADD33,3.37825031968085e-290,0.821618104681993,0.675,0.254,1.51129406301243e-285,9,ADD3
CALU4,2.39413846767477e-288,0.920703304329436,0.908,0.529,1.07104178489898e-283,9,CALU
IER3,1.07301541156386e-286,0.942372737040408,0.394,0.093,4.80024174517207e-282,9,IER3
MAFF,1.85073405311033e-286,0.465100577173857,0.387,0.086,8.27944385999437e-282,9,MAFF
KCNQ1OT12,3.01699328432275e-286,0.967091123252843,0.857,0.413,1.34968211567462e-281,9,KCNQ1OT1
S100A161,7.037841797941e-286,0.455244610509911,0.371,0.083,3.14844890672688e-281,9,S100A16
CLEC11A,4.48563481524665e-285,0.822007294904859,0.611,0.21,2.00669359094874e-280,9,CLEC11A
IER5L,1.49987067977736e-284,0.318861780754501,0.275,0.047,6.70982147305198e-280,9,IER5L
EEF1D6,6.25416239785757e-284,0.821422152841773,0.999,0.851,2.79786209030556e-279,9,EEF1D
RPL213,8.96033477079836e-283,0.534595158438155,1,0.998,4.00849536306435e-278,9,RPL21
CST34,1.24988787327283e-282,0.899082947868353,0.885,0.485,5.59149838987333e-278,9,CST3
RAB343,4.127331198621e-282,0.635196390002491,0.703,0.245,1.84640288501509e-277,9,RAB34
SYNGR1,1.58858701982064e-281,0.552528920385088,0.532,0.157,7.1067028918696e-277,9,SYNGR1
OSTC4,1.60333587774356e-281,0.898870665232127,0.925,0.572,7.1726833826736e-277,9,OSTC
SH3PXD2A,2.22609824542571e-280,0.501588133699581,0.431,0.107,9.95867311073646e-276,9,SH3PXD2A
MDFI1,4.42860236528427e-279,0.613459714672341,0.65,0.218,1.98117955413357e-274,9,MDFI
P3H3,4.49537534485082e-278,0.285479102795217,0.297,0.055,2.01105111427246e-273,9,P3H3
ORAI3,6.04120856609031e-277,0.417805537830713,0.406,0.096,2.70259506412616e-272,9,ORAI3
RPL362,1.94953578188672e-276,0.641060825588316,0.999,0.991,8.72144327384842e-272,9,RPL36
MGST21,2.93263430405719e-275,0.39159618505883,0.442,0.109,1.31194328226302e-270,9,MGST2
RPL352,8.09605938932517e-274,0.580554161185947,1,0.995,3.62185312840851e-269,9,RPL35
RPS234,5.38558140900411e-273,0.607452576204156,1,0.997,2.40929369913208e-268,9,RPS23
LHFPL2,1.67345641491027e-271,0.314982851832566,0.284,0.052,7.48637461774257e-267,9,LHFPL2
CMTM33,1.21828119709721e-270,0.673771370645145,0.65,0.231,5.4501027633341e-266,9,CMTM3
IGDCC4,1.86386417820233e-270,0.314743640591239,0.28,0.05,8.33818278760593e-266,9,IGDCC4
HSPB13,2.67278810404175e-269,1.05174701437431,0.923,0.531,1.19569848622412e-264,9,HSPB1
NOP532,1.03245280901431e-267,1.03727394167483,0.84,0.399,4.61878088640642e-263,9,NOP53
ATF5,4.0016620863392e-267,0.813266590843559,0.478,0.142,1.7901835509447e-262,9,ATF5
RPLP22,3.47305764498891e-265,0.529218539173099,1,0.997,1.55370706806224e-260,9,RPLP2
UACA3,1.86479188753249e-264,0.45671440719137,0.439,0.115,8.34233298806535e-260,9,UACA
CTSF,2.5327379857212e-259,0.438533708169304,0.428,0.106,1.13304566529224e-254,9,CTSF
CYR614,2.71142652328035e-259,1.18361879432201,0.587,0.217,1.2129837694547e-254,9,CYR61
CRABP23,1.57213570037188e-257,1.03463040934832,0.654,0.247,7.03310626918364e-253,9,CRABP2
FHL3,1.07594993421711e-254,0.406305842863868,0.387,0.096,4.81336962571367e-250,9,FHL3
NACA23,9.59425425250608e-253,1.1360346529648,0.878,0.512,4.29208558240112e-248,9,NACA2
LRP11,5.11202796867392e-252,0.659207167816304,0.639,0.238,2.28691683206596e-247,9,LRP1
RPL233,3.3687921965085e-251,0.574191541000204,1,0.993,1.50706287703004e-246,9,RPL23
S100A4,1.88501747689149e-250,0.469814879840802,0.298,0.062,8.43281418462176e-246,9,S100A4
RTL8C1,1.73046418803498e-249,0.646816121555292,0.667,0.235,7.74140459159328e-245,9,RTL8C
NENF2,9.47518538685639e-249,0.824635544047298,0.856,0.486,4.23881893466408e-244,9,NENF
P3H42,2.38082354960903e-248,0.619621786439401,0.664,0.253,1.0650852231531e-243,9,P3H4
RBP13,4.41835441206163e-248,1.99264809401773,0.618,0.246,1.97659502977989e-243,9,RBP1
C1orf54,1.26846613699815e-246,0.517433176164693,0.503,0.154,5.67461011047493e-242,9,C1orf54
ANTXR2,1.43256697573628e-246,0.312071440719124,0.313,0.065,6.40873162265383e-242,9,ANTXR2
WIPI1,3.50909996558852e-244,0.352824123685686,0.395,0.099,1.56983096060568e-239,9,WIPI1
QPRT3,6.54477867568422e-244,0.7779201670693,0.852,0.403,2.92787218835409e-239,9,QPRT
RPS93,1.03857707261367e-243,0.567972146828279,0.999,0.995,4.6461783920445e-239,9,RPS9
BST22,1.04621584859128e-240,0.756877814406681,0.487,0.15,4.68035122025794e-236,9,BST2
SULF2,2.50361887849772e-240,0.429659220703421,0.357,0.086,1.12001894148474e-235,9,SULF2
CREB3L2,1.90470601846148e-239,0.34817520430577,0.336,0.077,8.52089284418927e-235,9,CREB3L2
PHLDA3,1.08743601297226e-238,0.613526847462589,0.512,0.161,4.86475374763269e-234,9,PHLDA3
FLNA2,5.06714067474397e-238,0.862344013569917,0.71,0.325,2.26683605225346e-233,9,FLNA
ZNF5031,2.72427597948717e-237,0.319864557376146,0.412,0.103,1.21873210218338e-232,9,ZNF503
SEMA5A,1.59663390976925e-236,0.272085614606091,0.267,0.051,7.14270145874373e-232,9,SEMA5A
NFIC,1.21504264500205e-235,0.500768262743566,0.516,0.16,5.43561477668119e-231,9,NFIC
TRAM12,1.53885208678738e-235,0.721747107283055,0.753,0.351,6.88420869545201e-231,9,TRAM1
OST41,6.25746049000779e-235,0.716672349362118,0.981,0.875,2.79933752480989e-230,9,OST4
FLRT2,1.39409776773936e-233,0.471746930257285,0.403,0.105,6.23663577375882e-229,9,FLRT2
GPX72,1.38924965905462e-232,0.580275909470563,0.442,0.131,6.21494727474677e-228,9,GPX7
RASSF8,1.56538294075421e-232,0.345936266855336,0.296,0.063,7.00289712375802e-228,9,RASSF8
ATP5EP21,3.41969588934162e-230,0.61396752467728,0.639,0.234,1.52983515305587e-225,9,ATP5EP2
MYC,2.20030071013282e-227,0.546271317923219,0.406,0.111,9.84326525685018e-223,9,MYC
ETS2,3.49662481669636e-225,0.367645231677165,0.328,0.078,1.56425007799728e-220,9,ETS2
CTSC2,4.10195476334279e-225,0.687254552513552,0.583,0.207,1.83505048292903e-220,9,CTSC
RPL36A1,5.46484099456169e-224,0.833050435584419,0.996,0.944,2.44475126732712e-219,9,RPL36A
FTH1,9.9617913568662e-224,0.910886538246943,1,0.999,4.45650698140766e-219,9,FTH1
KLF5,1.70123384323355e-222,0.383815396487931,0.298,0.065,7.61063972108963e-218,9,KLF5
PPP1R15A2,1.07587833518929e-221,0.751970619255369,0.738,0.324,4.81304932030279e-217,9,PPP1R15A
PMEPA1,2.4783306454051e-221,0.484052195981497,0.395,0.107,1.10870599752842e-216,9,PMEPA1
FXYD52,2.79923094441605e-221,0.620675609047428,0.401,0.115,1.25226395529396e-216,9,FXYD5
SPATS2L,9.02155388678181e-219,0.856145467637861,0.661,0.282,4.03588234679071e-214,9,SPATS2L
SLC39A13,4.44613199053659e-217,0.285493611048908,0.324,0.076,1.98902160728645e-212,9,SLC39A13
BACE2,7.00500481772812e-217,0.388481057913684,0.353,0.088,3.13375895525885e-212,9,BACE2
PDZRN31,7.48658190565874e-217,0.286430117739184,0.346,0.082,3.3491972813155e-212,9,PDZRN3
FKBP111,2.81868688102802e-216,0.505652853246172,0.437,0.133,1.26096776309669e-211,9,FKBP11
HDLBP,3.12208025695444e-216,0.719761433467078,0.788,0.42,1.39669382375114e-211,9,HDLBP
GRN1,1.19433729950127e-215,0.601443371001968,0.626,0.247,5.34298734304887e-211,9,GRN
ALCAM,3.95654628097825e-215,0.529059983406823,0.339,0.086,1.77000054425843e-210,9,ALCAM
MYLIP,3.93754778827737e-214,0.598710958490709,0.463,0.148,1.76150137856377e-209,9,MYLIP
NFATC4,8.16891998497412e-214,0.31088587400703,0.315,0.074,3.65444804447802e-209,9,NFATC4
APOBEC3C1,1.85173134240011e-213,0.293172138765506,0.298,0.068,8.28390533336113e-209,9,APOBEC3C
