,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
DBN1,0,0.514144766617864,0.782,0.599,0,0,DBN1
RBFOX3,0,0.513606741746532,0.36,0.098,0,0,RBFOX3
CYFIP2,0,0.513397096552967,0.495,0.236,0,0,CYFIP2
NFIX,0,0.513093542838045,0.332,0.066,0,0,NFIX
CLIP1,0,0.512921649427912,0.501,0.249,0,0,CLIP1
SRRM4,0,0.512873613074862,0.412,0.116,0,0,SRRM4
LBH,0,0.511290175228834,0.499,0.236,0,0,LBH
CERS6,0,0.509141855630824,0.504,0.258,0,0,CERS6
CYTH2,0,0.508702526434528,0.665,0.442,0,0,CYTH2
DDX24,0,0.508463870210731,0.843,0.692,0,0,DDX24
HPCA,0,0.508045688208366,0.303,0.064,0,0,HPCA
PJA2,0,0.506583770730844,0.573,0.34,0,0,PJA2
NCOA1,0,0.506300118107217,0.423,0.183,0,0,NCOA1
DCTN3,0,0.505809712633247,0.821,0.626,0,0,DCTN3
PTPRO,0,0.503542705005801,0.311,0.054,0,0,PTPRO
ZNF428,0,0.502012006037362,0.901,0.769,0,0,ZNF428
RCAN1,0,0.501562022172934,0.328,0.085,0,0,RCAN1
RTN2,0,0.501365104309182,0.359,0.092,0,0,RTN2
CPEB4,0,0.501149275990876,0.395,0.132,0,0,CPEB4
MAGEH1,0,0.50080952799677,0.625,0.326,0,0,MAGEH1
SMS,0,0.500409436698467,0.843,0.778,0,0,SMS
RAC3,0,0.500132605856272,0.621,0.495,0,0,RAC3
AP2B1,0,0.499642068451198,0.645,0.477,0,0,AP2B1
WASF1,0,0.499392550402666,0.485,0.255,0,0,WASF1
KIF3B,0,0.498986397246075,0.369,0.139,0,0,KIF3B
AP002884.3,0,0.498379603197983,0.278,0.045,0,0,AP002884.3
SH3GL2,0,0.498297821818675,0.298,0.051,0,0,SH3GL2
ACOT7,0,0.498294683423574,0.605,0.418,0,0,ACOT7
MAP6,0,0.49752684986714,0.474,0.198,0,0,MAP6
PCDH11X,0,0.496929186380612,0.475,0.28,0,0,PCDH11X
LDB2,0,0.494758034753732,0.319,0.17,0,0,LDB2
GLRX,0,0.494467592206669,0.458,0.219,0,0,GLRX
PID1,0,0.494389434806864,0.292,0.091,0,0,PID1
APP,0,0.493770408662808,0.821,0.697,0,0,APP
FAM228B,0,0.493034452669185,0.399,0.148,0,0,FAM228B
SFXN3,0,0.492505708867349,0.318,0.047,0,0,SFXN3
AC005523.2,0,0.4918327355795,0.396,0.165,0,0,AC005523.2
MYCN,0,0.491733643675359,0.37,0.158,0,0,MYCN
RABGAP1,0,0.491478348658094,0.473,0.238,0,0,RABGAP1
QTRT2,0,0.491463316009894,0.357,0.13,0,0,QTRT2
POU3F2,0,0.491459219058802,0.365,0.18,0,0,POU3F2
USP11,0,0.491415186454593,0.867,0.707,0,0,USP11
CDK5,0,0.491331115923333,0.444,0.185,0,0,CDK5
C5orf24,0,0.491067081577609,0.601,0.399,0,0,C5orf24
MTSS1,0,0.49083385023928,0.532,0.212,0,0,MTSS1
BDP1,0,0.490615369080176,0.64,0.449,0,0,BDP1
ANKRD46,0,0.489712908382752,0.57,0.31,0,0,ANKRD46
MAP7D1,0,0.489603003667964,0.579,0.356,0,0,MAP7D1
CHGB,0,0.488873715686488,0.391,0.096,0,0,CHGB
FAM107B,0,0.488662455750378,0.493,0.26,0,0,FAM107B
MCTS1,0,0.4886170517919,0.661,0.488,0,0,MCTS1
SV2A,0,0.488427597103275,0.491,0.251,0,0,SV2A
MCRIP1,0,0.488170574548154,0.464,0.228,0,0,MCRIP1
NMNAT2,0,0.488053940120303,0.372,0.091,0,0,NMNAT2
MIEN1,0,0.487986509972042,0.637,0.443,0,0,MIEN1
TUSC3,0,0.48692101742015,0.646,0.499,0,0,TUSC3
SVBP,0,0.485948019141063,0.745,0.591,0,0,SVBP
MN1,0,0.485602760220836,0.313,0.111,0,0,MN1
EML1,0,0.484557686264004,0.378,0.147,0,0,EML1
AP1S1,0,0.483434575154645,0.685,0.501,0,0,AP1S1
YWHAZ,0,0.48307650435259,0.858,0.778,0,0,YWHAZ
SEC11C,0,0.47982246231044,0.709,0.532,0,0,SEC11C
FBXO6,0,0.478610804749232,0.335,0.102,0,0,FBXO6
TAOK1,0,0.477605173555774,0.59,0.409,0,0,TAOK1
SMIM8,0,0.477570569871546,0.493,0.251,0,0,SMIM8
SAT2,0,0.477028754120176,0.875,0.767,0,0,SAT2
NTRK3,0,0.476009904484944,0.329,0.115,0,0,NTRK3
KIF5A,0,0.475230038585418,0.396,0.13,0,0,KIF5A
KLHL23,0,0.474156906162021,0.645,0.469,0,0,KLHL23
PTOV1,0,0.473733894062008,0.798,0.626,0,0,PTOV1
TNRC6B,0,0.47366644339277,0.733,0.581,0,0,TNRC6B
DYNLRB1,0,0.472879492293717,0.839,0.726,0,0,DYNLRB1
AKAP11,0,0.471851108074357,0.374,0.154,0,0,AKAP11
TMEM108,0,0.471844197332348,0.297,0.055,0,0,TMEM108
IGSF21,0,0.471819191595732,0.33,0.1,0,0,IGSF21
NECAP1,0,0.471228694947561,0.495,0.229,0,0,NECAP1
GNAZ,0,0.470822237531106,0.352,0.107,0,0,GNAZ
PSD3,0,0.47053536206742,0.392,0.221,0,0,PSD3
SOBP,0,0.470226909518157,0.354,0.146,0,0,SOBP
SERINC1,0,0.469415839179868,0.553,0.34,0,0,SERINC1
FAM110B,0,0.469390423917902,0.455,0.193,0,0,FAM110B
ZBTB38,0,0.469134360171365,0.361,0.128,0,0,ZBTB38
MAGED1,0,0.468784413494719,0.809,0.64,0,0,MAGED1
CMIP,0,0.46876044215907,0.477,0.238,0,0,CMIP
SEM1,0,0.468177537257613,0.614,0.337,0,0,SEM1
PRRC2B,0,0.46808903067109,0.58,0.387,0,0,PRRC2B
SLIT1,0,0.466900711332469,0.295,0.038,0,0,SLIT1
CEP85L,0,0.466814017879411,0.372,0.148,0,0,CEP85L
TCEAL5,0,0.466577594436704,0.344,0.125,0,0,TCEAL5
CAMK2G,0,0.465487701942009,0.485,0.266,0,0,CAMK2G
CALY,0,0.465006307459801,0.271,0.079,0,0,CALY
EMX1,0,0.464619954270585,0.387,0.136,0,0,EMX1
ATP5G1,0,0.463777745069558,0.806,0.699,0,0,ATP5G1
CD81,0,0.461512319600766,0.483,0.315,0,0,CD81
KDM6B,0,0.461208498707526,0.446,0.197,0,0,KDM6B
BEX5,0,0.46053205127178,0.309,0.132,0,0,BEX5
PPA1,0,0.460330909161652,0.927,0.853,0,0,PPA1
MRPS21,0,0.460286505137952,0.893,0.833,0,0,MRPS21
APBB1,0,0.458380321764629,0.515,0.267,0,0,APBB1
STX12,0,0.458021778238143,0.545,0.294,0,0,STX12
SHC3,0,0.457639952820746,0.268,0.049,0,0,SHC3
SLC4A7,0,0.45705478841437,0.543,0.351,0,0,SLC4A7
ACTR10,0,0.455261225052629,0.682,0.482,0,0,ACTR10
IRGQ,0,0.454643984911541,0.344,0.124,0,0,IRGQ
PCMT1,0,0.454558903893323,0.781,0.68,0,0,PCMT1
SLC1A2,0,0.452741257199749,0.326,0.082,0,0,SLC1A2
PTPRZ1,0,0.451530295127329,0.651,0.405,0,0,PTPRZ1
HSD11B1L,0,0.451171881480103,0.458,0.234,0,0,HSD11B1L
FRMD3,0,0.450456887044441,0.273,0.031,0,0,FRMD3
R3HDM2,0,0.449111284842522,0.463,0.242,0,0,R3HDM2
RTF1,0,0.449103411615768,0.9,0.818,0,0,RTF1
MTRNR2L1,0,0.448710684363555,0.433,0.223,0,0,MTRNR2L1
HPRT1,0,0.448672121313801,0.492,0.324,0,0,HPRT1
ROGDI,0,0.447790003132348,0.439,0.238,0,0,ROGDI
NAV3,0,0.447336420087388,0.308,0.064,0,0,NAV3
IP6K2,0,0.447243845237337,0.76,0.593,0,0,IP6K2
SRGAP3,0,0.446522737737777,0.552,0.298,0,0,SRGAP3
MAPRE2,0,0.446035520838978,0.424,0.22,0,0,MAPRE2
DOK6,0,0.445958157202797,0.261,0.044,0,0,DOK6
MTMR4,0,0.445813412703232,0.462,0.226,0,0,MTMR4
CADM4,0,0.445318471149021,0.528,0.285,0,0,CADM4
FNDC4,0,0.445272528681134,0.461,0.251,0,0,FNDC4
CCDC107,0,0.444770634532878,0.59,0.405,0,0,CCDC107
ZNF292,0,0.444618474484229,0.719,0.556,0,0,ZNF292
SMARCA4,0,0.444574977414313,0.831,0.71,0,0,SMARCA4
TMSB15B.1,0,0.443651554389639,0.328,0.114,0,0,TMSB15B.1
DNAJB6,0,0.443089662570128,0.913,0.828,0,0,DNAJB6
WASHC3,0,0.442476181262169,0.342,0.125,0,0,WASHC3
ATP6V1F,0,0.44194004933581,0.842,0.749,0,0,ATP6V1F
CPLX2,0,0.441904351498846,0.292,0.048,0,0,CPLX2
LIN7A,0,0.44184614175442,0.312,0.097,0,0,LIN7A
SLC22A17,0,0.441630281717932,0.544,0.311,0,0,SLC22A17
UBQLN2,0,0.441390976216138,0.575,0.36,0,0,UBQLN2
WAC-AS1,0,0.441130162053746,0.501,0.299,0,0,WAC-AS1
PIK3R3,0,0.440893099297867,0.388,0.163,0,0,PIK3R3
GFOD1,0,0.440797829544028,0.306,0.065,0,0,GFOD1
PALM,0,0.440757681610842,0.47,0.212,0,0,PALM
RTL8C,0,0.440174208030493,0.399,0.178,0,0,RTL8C
ROBO2,0,0.44015298194613,0.363,0.157,0,0,ROBO2
ZCCHC12,0,0.439689276019663,0.358,0.107,0,0,ZCCHC12
NLRP1,0,0.439283894060505,0.746,0.506,0,0,NLRP1
PNMA1,0,0.439120229525052,0.652,0.444,0,0,PNMA1
KLHL35,0,0.438365264243917,0.27,0.074,0,0,KLHL35
RORB,0,0.438299273703435,0.271,0.096,0,0,RORB
POU3F3,0,0.437232769967027,0.4,0.186,0,0,POU3F3
NDUFB11,0,0.436622376749892,0.929,0.886,0,0,NDUFB11
PHF14,0,0.435690513968827,0.864,0.748,0,0,PHF14
TSPAN7,0,0.435383334468641,0.541,0.295,0,0,TSPAN7
RAP2A,0,0.435140881446564,0.328,0.131,0,0,RAP2A
SYT5,0,0.434065357394728,0.346,0.08,0,0,SYT5
DSTN,0,0.43366523029972,0.908,0.869,0,0,DSTN
ABI2,0,0.43338148691647,0.701,0.604,0,0,ABI2
CCSER2,0,0.433223283819076,0.571,0.343,0,0,CCSER2
ACAT1,0,0.432882779393409,0.535,0.361,0,0,ACAT1
NRCAM,0,0.432815117818082,0.288,0.083,0,0,NRCAM
PSD,0,0.432360028317397,0.298,0.053,0,0,PSD
UBN2,0,0.432065582179398,0.482,0.271,0,0,UBN2
GTF2H5,0,0.431895570677186,0.783,0.68,0,0,GTF2H5
IGBP1,0,0.431719336877679,0.747,0.62,0,0,IGBP1
MED13L,0,0.430919808829239,0.409,0.198,0,0,MED13L
ORC4,0,0.430780971140113,0.611,0.445,0,0,ORC4
FMNL2,0,0.430363505537925,0.403,0.21,0,0,FMNL2
HPCAL1,0,0.429749390000436,0.392,0.176,0,0,HPCAL1
STX1A,0,0.429373321560893,0.308,0.063,0,0,STX1A
ACAP3,0,0.42897904819488,0.387,0.142,0,0,ACAP3
ST8SIA2,0,0.428410976329144,0.345,0.106,0,0,ST8SIA2
NDUFS5,0,0.428146547749956,0.971,0.959,0,0,NDUFS5
COMMD3,0,0.427996741449235,0.555,0.313,0,0,COMMD3
TANC2,0,0.427946940280031,0.363,0.127,0,0,TANC2
PLK2,0,0.427117211988797,0.481,0.221,0,0,PLK2
C1orf131,0,0.427003308911758,0.456,0.274,0,0,C1orf131
MTRNR2L6,0,0.426717010213296,0.339,0.154,0,0,MTRNR2L6
GPRIN1,0,0.426301325021127,0.282,0.047,0,0,GPRIN1
DUSP1,0,0.426101767411968,0.511,0.314,0,0,DUSP1
C1orf216,0,0.426055257132613,0.302,0.075,0,0,C1orf216
SYT13,0,0.425950377943566,0.277,0.054,0,0,SYT13
ATL1,0,0.425911550497552,0.483,0.221,0,0,ATL1
GSK3B,0,0.425473954164718,0.596,0.393,0,0,GSK3B
COX6A1,0,0.425422200121221,0.974,0.955,0,0,COX6A1
CAMLG,0,0.425416135937685,0.887,0.795,0,0,CAMLG
ARFGEF3,0,0.425331914140874,0.288,0.085,0,0,ARFGEF3
NLGN1,0,0.425135158683151,0.317,0.112,0,0,NLGN1
CORO2B,0,0.424856203266438,0.28,0.062,0,0,CORO2B
SHOC2,0,0.424329057983255,0.476,0.285,0,0,SHOC2
ADGRL1,0,0.423911619912525,0.406,0.217,0,0,ADGRL1
DLL3,0,0.423774736834659,0.442,0.169,0,0,DLL3
B3GAT1,0,0.423516065676946,0.296,0.078,0,0,B3GAT1
ARHGAP21,0,0.423301702278625,0.474,0.263,0,0,ARHGAP21
EIF4A2,0,0.423297126062518,0.981,0.954,0,0,EIF4A2
TAOK3,0,0.42224848152552,0.549,0.301,0,0,TAOK3
SH3KBP1,0,0.421370715901993,0.336,0.152,0,0,SH3KBP1
HERC1,0,0.421333244734897,0.406,0.184,0,0,HERC1
TMEM57,0,0.421170105755549,0.486,0.254,0,0,TMEM57
MSRA,0,0.420878711586146,0.33,0.14,0,0,MSRA
ASNS,0,0.420685878925507,0.542,0.342,0,0,ASNS
ZMAT2,0,0.420212528122196,0.671,0.543,0,0,ZMAT2
ZNF821,0,0.420158876714161,0.525,0.283,0,0,ZNF821
TCEAL9,0,0.419798652918453,0.55,0.293,0,0,TCEAL9
ARHGEF7,0,0.419262609232304,0.432,0.211,0,0,ARHGEF7
GMEB1,0,0.419172523117591,0.434,0.247,0,0,GMEB1
TUBB,0,0.419154087817231,0.999,0.993,0,0,TUBB
KAZN,0,0.417440179860539,0.3,0.143,0,0,KAZN
SNN,0,0.41691243869162,0.489,0.31,0,0,SNN
PQBP1,0,0.416380217861307,0.614,0.464,0,0,PQBP1
BCL7A,0,0.415428473842869,0.523,0.314,0,0,BCL7A
NOVA2,0,0.415044627770447,0.42,0.177,0,0,NOVA2
CD200,0,0.413137725156292,0.57,0.348,0,0,CD200
PRMT2,0,0.412686662525144,0.664,0.479,0,0,PRMT2
APOO,0,0.412523083163732,0.587,0.466,0,0,APOO
AFAP1,0,0.412478459288759,0.314,0.088,0,0,AFAP1
CRIP2,0,0.412413465639449,0.481,0.243,0,0,CRIP2
PAFAH1B1,0,0.412058684770205,0.654,0.509,0,0,PAFAH1B1
PTMS,0,0.411909641014001,0.978,0.942,0,0,PTMS
CALM3,0,0.411205019703651,0.901,0.869,0,0,CALM3
CSNK1E,0,0.410938327150915,0.632,0.463,0,0,CSNK1E
MAPK8,0,0.410733160592579,0.471,0.261,0,0,MAPK8
ARF3,0,0.408912938353058,0.568,0.437,0,0,ARF3
DMTN,0,0.408539004203748,0.3,0.058,0,0,DMTN
AMN1,0,0.408283974050446,0.397,0.171,0,0,AMN1
KMT5B,0,0.408215538056258,0.622,0.438,0,0,KMT5B
GPR85,0,0.407659313769333,0.27,0.049,0,0,GPR85
ARHGEF9,0,0.407233237318929,0.439,0.246,0,0,ARHGEF9
NHSL1,0,0.406741637220831,0.328,0.145,0,0,NHSL1
HRAS,0,0.406682725929386,0.522,0.346,0,0,HRAS
MAP2K2,0,0.406161493122958,0.649,0.456,0,0,MAP2K2
UQCRHL,0,0.405866528268507,0.441,0.259,0,0,UQCRHL
TMSB4X,0,0.405539259896268,1,0.999,0,0,TMSB4X
MCUR1,0,0.40528600839336,0.448,0.358,0,0,MCUR1
SRM,0,0.403492597744645,0.679,0.522,0,0,SRM
SERP2,0,0.403307911625399,0.347,0.128,0,0,SERP2
MTPN,0,0.403296978974634,0.675,0.564,0,0,MTPN
KIAA1549,0,0.402713031987048,0.359,0.153,0,0,KIAA1549
OCIAD1,0,0.402303602922081,0.792,0.717,0,0,OCIAD1
CCDC28B,0,0.401854088984745,0.611,0.441,0,0,CCDC28B
AGAP1,0,0.401455241380242,0.356,0.153,0,0,AGAP1
RUFY2,0,0.400129746979185,0.488,0.235,0,0,RUFY2
CHCHD6,0,0.399792048162845,0.568,0.396,0,0,CHCHD6
ENHO,0,0.39968556366777,0.517,0.316,0,0,ENHO
AFF4,0,0.399611264834832,0.572,0.383,0,0,AFF4
XIAP,0,0.399131704492752,0.463,0.29,0,0,XIAP
PARP6,0,0.398871067190419,0.383,0.138,0,0,PARP6
MAPK8IP2,0,0.398400827204972,0.315,0.071,0,0,MAPK8IP2
B3GALT6,0,0.396243208005922,0.355,0.156,0,0,B3GALT6
RABEP1,0,0.395477477948081,0.559,0.389,0,0,RABEP1
CAMK4,0,0.395241197706128,0.292,0.08,0,0,CAMK4
TBC1D14,0,0.395016114123222,0.368,0.168,0,0,TBC1D14
GAS7,0,0.394670852326926,0.263,0.064,0,0,GAS7
ABR,0,0.394292845380495,0.317,0.112,0,0,ABR
AP002387.1,0,0.394259197548032,0.378,0.182,0,0,AP002387.1
ABHD6,0,0.394220406262911,0.259,0.061,0,0,ABHD6
CAMSAP2,0,0.394148795932116,0.42,0.226,0,0,CAMSAP2
ITGB1BP1,0,0.393517605151131,0.579,0.433,0,0,ITGB1BP1
ERC1,0,0.39341238360227,0.38,0.18,0,0,ERC1
PPP2R1A,0,0.393154282111029,0.834,0.749,0,0,PPP2R1A
SCARB2,0,0.392605438579607,0.496,0.314,0,0,SCARB2
MEIOB,0,0.39225602057556,0.274,0.095,0,0,MEIOB
GSTT2B,0,0.390616881554083,0.401,0.21,0,0,GSTT2B
CLCN4,0,0.389847555000222,0.278,0.074,0,0,CLCN4
FAM171B,0,0.38976155196095,0.476,0.253,0,0,FAM171B
ASH1L,0,0.389574920120987,0.588,0.413,0,0,ASH1L
SMARCD3,0,0.389510808308182,0.466,0.271,0,0,SMARCD3
SH2B2,0,0.389147477209071,0.33,0.119,0,0,SH2B2
SEC62,0,0.388660427944555,0.877,0.806,0,0,SEC62
DISP2,0,0.388419303679766,0.257,0.033,0,0,DISP2
RTN3,0,0.388406191135754,0.926,0.866,0,0,RTN3
STRBP,0,0.387911897166119,0.589,0.44,0,0,STRBP
CHMP5,0,0.387621356491122,0.792,0.674,0,0,CHMP5
EIF4A3,0,0.387157162652069,0.728,0.643,0,0,EIF4A3
ZNF431,0,0.386850428186827,0.441,0.269,0,0,ZNF431
ARHGEF12,0,0.386562701944115,0.364,0.174,0,0,ARHGEF12
SELENOT,0,0.386348939844639,0.402,0.198,0,0,SELENOT
LCOR,0,0.386161102338334,0.443,0.248,0,0,LCOR
HECTD4,0,0.386150707662468,0.341,0.129,0,0,HECTD4
ATP6V1E1,0,0.386007972416597,0.556,0.39,0,0,ATP6V1E1
SLC1A6,0,0.385715998894856,0.371,0.191,0,0,SLC1A6
SLC9A6,0,0.385567129992562,0.276,0.086,0,0,SLC9A6
RNF11,0,0.385309804944541,0.568,0.387,0,0,RNF11
ASAH1,0,0.385087206684417,0.517,0.367,0,0,ASAH1
FAM96B,0,0.385036420962332,0.812,0.719,0,0,FAM96B
SEPHS2,0,0.384183620145625,0.319,0.123,0,0,SEPHS2
ZC3H6,0,0.38383375005287,0.432,0.21,0,0,ZC3H6
RAB6A,0,0.383669675728061,0.64,0.458,0,0,RAB6A
USP22,0,0.383360984933138,0.584,0.457,0,0,USP22
APBA2,0,0.382680739067694,0.455,0.237,0,0,APBA2
FRRS1L,0,0.382551405109216,0.266,0.06,0,0,FRRS1L
ANKRD11,0,0.382414257486908,0.756,0.64,0,0,ANKRD11
UBE2H,0,0.381559937955226,0.553,0.403,0,0,UBE2H
NACA2,0,0.381316247368741,0.722,0.434,0,0,NACA2
MYL12B,0,0.380861953767043,0.848,0.776,0,0,MYL12B
MTURN,0,0.38073153084879,0.293,0.084,0,0,MTURN
DLGAP4,0,0.380713399370754,0.597,0.405,0,0,DLGAP4
TOMM20,0,0.38058308609254,0.853,0.778,0,0,TOMM20
TRIM52,0,0.380512859829544,0.37,0.176,0,0,TRIM52
VDAC3,0,0.380107404422777,0.832,0.738,0,0,VDAC3
ATOX1,0,0.379824363053253,0.733,0.646,0,0,ATOX1
CADM3,0,0.379319609076943,0.348,0.118,0,0,CADM3
IGFBP2,0,0.378972041792917,0.859,0.713,0,0,IGFBP2
HPF1,0,0.378921124604466,0.418,0.21,0,0,HPF1
VPS26B,0,0.378773194837309,0.447,0.242,0,0,VPS26B
XKR4,0,0.378523907746712,0.256,0.057,0,0,XKR4
ARHGAP35,0,0.378279794830062,0.406,0.24,0,0,ARHGAP35
ATP6V1H,0,0.37770412773638,0.538,0.343,0,0,ATP6V1H
OSBPL8,0,0.377563925681225,0.625,0.509,0,0,OSBPL8
ZNFX1,0,0.377412892731101,0.362,0.182,0,0,ZNFX1
SIAH1,0,0.376319162320059,0.586,0.414,0,0,SIAH1
SELENOM,0,0.376203297102872,0.315,0.116,0,0,SELENOM
HAGH,0,0.376145761005748,0.541,0.363,0,0,HAGH
SRD5A1,0,0.3759160434129,0.369,0.187,0,0,SRD5A1
PRNP,0,0.375892635097055,0.409,0.211,0,0,PRNP
ATP6V0E2,0,0.375701077611126,0.598,0.417,0,0,ATP6V0E2
SELENOH,0,0.375562660396371,0.514,0.286,0,0,SELENOH
PPP1R14B,0,0.375042285254302,0.671,0.493,0,0,PPP1R14B
ANKS1B,0,0.374272057211846,0.357,0.118,0,0,ANKS1B
PLPPR5,0,0.374109091382632,0.263,0.059,0,0,PLPPR5
CLIP3,0,0.373823090243455,0.472,0.259,0,0,CLIP3
GABPB1-AS1,0,0.37357136140035,0.612,0.473,0,0,GABPB1-AS1
BRD3,0,0.373181545131542,0.677,0.534,0,0,BRD3
JAKMIP2,0,0.373123842462432,0.553,0.322,0,0,JAKMIP2
KIAA0895L,0,0.37300088289239,0.352,0.131,0,0,KIAA0895L
RFK,0,0.372567582701191,0.484,0.311,0,0,RFK
PINK1,0,0.372250934803881,0.413,0.21,0,0,PINK1
SORBS2,0,0.372189701483432,0.425,0.237,0,0,SORBS2
YPEL3,0,0.371722325450148,0.455,0.273,0,0,YPEL3
GPR162,0,0.371370987272106,0.35,0.133,0,0,GPR162
FAM177A1,0,0.371181472370492,0.607,0.451,0,0,FAM177A1
APC2,0,0.370141100827995,0.304,0.082,0,0,APC2
GRAMD1A,0,0.369874725783489,0.525,0.359,0,0,GRAMD1A
SCN3A,0,0.369175646695966,0.281,0.071,0,0,SCN3A
TTLL7,0,0.369076500634944,0.396,0.18,0,0,TTLL7
HIKESHI,0,0.368872204345246,0.452,0.24,0,0,HIKESHI
AC005261.2,0,0.368868861146462,0.257,0.076,0,0,AC005261.2
GRK3,0,0.368676887286508,0.265,0.084,0,0,GRK3
EPC1,0,0.368520352244939,0.715,0.557,0,0,EPC1
TM2D3,0,0.368420848037616,0.528,0.353,0,0,TM2D3
PRDM2,0,0.368410449200538,0.446,0.253,0,0,PRDM2
DKK3,0,0.368368125678561,0.448,0.251,0,0,DKK3
RNF182,0,0.367623818815046,0.257,0.085,0,0,RNF182
GSK3A,0,0.367198178693352,0.388,0.208,0,0,GSK3A
RAMP2,0,0.367141077707169,0.422,0.252,0,0,RAMP2
ATP6AP2,0,0.367140794713628,0.655,0.544,0,0,ATP6AP2
DUSP8,0,0.367140604001283,0.284,0.07,0,0,DUSP8
MEAF6,0,0.366941967134258,0.773,0.648,0,0,MEAF6
STK17A,0,0.366682786627624,0.27,0.142,0,0,STK17A
SUN2,0,0.366256060677019,0.314,0.104,0,0,SUN2
PHACTR1,0,0.365967268494031,0.315,0.112,0,0,PHACTR1
RNF24,0,0.365579485156185,0.536,0.333,0,0,RNF24
PDGFC,0,0.365469407671007,0.253,0.069,0,0,PDGFC
KCNMB4,0,0.363335778671181,0.289,0.116,0,0,KCNMB4
ATP6V0D1,0,0.363279941127504,0.579,0.414,0,0,ATP6V0D1
RSBN1L,0,0.362473227372743,0.659,0.507,0,0,RSBN1L
INO80E,0,0.3619288037638,0.484,0.33,0,0,INO80E
CELF1,0,0.361750741582018,0.708,0.587,0,0,CELF1
SSBP3,0,0.361647670414291,0.483,0.353,0,0,SSBP3
PIP4K2B,0,0.361568349781069,0.319,0.125,0,0,PIP4K2B
UBE2B,0,0.361062073218037,0.723,0.607,0,0,UBE2B
WBP2,0,0.360744182056338,0.543,0.364,0,0,WBP2
COTL1,0,0.36058923062426,0.706,0.56,0,0,COTL1
MOAP1,0,0.359817980402749,0.488,0.287,0,0,MOAP1
COX6C,0,0.359328144535227,0.946,0.934,0,0,COX6C
CCDC85B,0,0.359226525833567,0.585,0.456,0,0,CCDC85B
CCDC66,0,0.358598929496494,0.581,0.422,0,0,CCDC66
UBA1,0,0.358489836215424,0.721,0.605,0,0,UBA1
PNPLA8,0,0.357748316270948,0.486,0.297,0,0,PNPLA8
BZW2,0,0.357386222967188,0.627,0.499,0,0,BZW2
MARCH9,0,0.357012412377378,0.311,0.109,0,0,MARCH9
GABARAPL1,0,0.356883589305387,0.512,0.359,0,0,GABARAPL1
LNPK,0,0.356731140774329,0.255,0.079,0,0,LNPK
CAMK1D,0,0.355858708788547,0.383,0.18,0,0,CAMK1D
GPATCH2L,0,0.354937425099706,0.463,0.302,0,0,GPATCH2L
ARPC2,0,0.354819626971826,0.9,0.854,0,0,ARPC2
CFL1,0,0.354435623292792,0.995,0.991,0,0,CFL1
PHF20,0,0.354383629189206,0.613,0.472,0,0,PHF20
GOPC,0,0.354291636277603,0.521,0.356,0,0,GOPC
MAP4,0,0.353867509162097,0.555,0.41,0,0,MAP4
USMG5,0,0.353729933115837,0.876,0.844,0,0,USMG5
HINT3,0,0.352400709455208,0.427,0.241,0,0,HINT3
RCOR2,0,0.351906303045035,0.365,0.245,0,0,RCOR2
POLR3GL,0,0.351491830125839,0.473,0.278,0,0,POLR3GL
TBCK,0,0.350226348847099,0.325,0.151,0,0,TBCK
FNIP2,0,0.350160256768337,0.341,0.174,0,0,FNIP2
UQCRQ,0,0.35015451773887,0.906,0.87,0,0,UQCRQ
RAB6B,0,0.350101039280546,0.346,0.154,0,0,RAB6B
SOGA1,0,0.34928070113029,0.306,0.131,0,0,SOGA1
PPP2R5E,0,0.349133279090773,0.631,0.513,0,0,PPP2R5E
ZKSCAN1,0,0.348444231491259,0.565,0.403,0,0,ZKSCAN1
NOP53,0,0.348344858801186,0.594,0.329,0,0,NOP53
TRIO,0,0.348224944434358,0.298,0.118,0,0,TRIO
LIMCH1,0,0.347887978827845,0.332,0.164,0,0,LIMCH1
TSPAN14,0,0.347284932370074,0.402,0.241,0,0,TSPAN14
AKAP6,0,0.347257331999945,0.313,0.099,0,0,AKAP6
BLCAP,0,0.346878368792586,0.608,0.432,0,0,BLCAP
LRP8,0,0.34631930089124,0.259,0.1,0,0,LRP8
ADGRB3,0,0.346205353442167,0.3,0.108,0,0,ADGRB3
DNM1,0,0.346141280453658,0.285,0.098,0,0,DNM1
TSPYL4,0,0.345980958435541,0.395,0.198,0,0,TSPYL4
FSD1,0,0.345467370250405,0.45,0.291,0,0,FSD1
ATP13A2,0,0.345189912399997,0.361,0.185,0,0,ATP13A2
KMT2C,0,0.344038216971004,0.5,0.344,0,0,KMT2C
HDAC5,0,0.343696019075537,0.425,0.257,0,0,HDAC5
JUND,0,0.342897449678158,0.485,0.326,0,0,JUND
TCAF1,0,0.342819465937761,0.563,0.381,0,0,TCAF1
GPR27,0,0.342603378621914,0.277,0.085,0,0,GPR27
SNAP91,0,0.342506231001051,0.25,0.047,0,0,SNAP91
TNPO1,0,0.342491800323965,0.618,0.524,0,0,TNPO1
ASXL3,0,0.342324938168428,0.292,0.086,0,0,ASXL3
RSBN1,0,0.342143076338972,0.589,0.409,0,0,RSBN1
SCAND1,0,0.341471753286303,0.793,0.721,0,0,SCAND1
FSD1L,0,0.34106635447501,0.349,0.148,0,0,FSD1L
ZMIZ1,0,0.34085920081945,0.349,0.176,0,0,ZMIZ1
